video_id,group,aspect_ratio,audio_bpm,audio_duration_s,audio_key,audio_key_confidence,audio_lra_lu,audio_lufs_i,audio_onsets_per_sec,audio_peak_energy_at_s,audio_peak_energy_ratio,audio_rms_mean,audio_rms_std,audio_spectral_centroid_hz,channel,channel_id,collected_at,comment_count,duration_s,fps,has_chapters,has_heatmap,has_nico_link,height,hook_cuts_first_15s,hook_energy_first_10s_ratio,like_count,like_per_view,lyrics_addressee,lyrics_first_lyric_at_s,lyrics_first_vocal_at_s,lyrics_has_hardsub,lyrics_lang,lyrics_lyric_lines_per_min,lyrics_n_lyric_lines,lyrics_sentiment,lyrics_source,lyrics_text_frame_ratio,lyrics_topic_1,lyrics_topic_2,scene_avg_brightness,scene_avg_saturation,scene_avg_shot_len_s,scene_cuts_per_minute,scene_duration_s,scene_fps,scene_max_shot_len_s,scene_median_shot_len_s,scene_min_shot_len_s,scene_num_scenes,subscriber_count,sync_beats_per_cut,sync_cut_accel_at_peak,sync_cut_beat_offset_med_s,sync_cut_on_beat_ratio,sync_first_cut_s,sync_first_lyric_at_s,tag_avg_characters,tag_closeup_ratio,tag_lyrics_text_ratio,tag_mood_top,tag_style_top,tag_wide_ratio,thumb_brightness,thumb_composition,thumb_has_text,thumb_mood,thumb_num_characters,thumb_saturation,thumb_style,title,title_bracket_segments,title_exclaim_count,title_has_emoji,title_has_mv_mark,title_len,upload_date,upload_hour,upload_weekday,view_count,view_per_sub,was_premiere,width
LaceJI6HjpI,bottom,1.778,103.4,97.91,C# major,0.714,6.5,-14.2,3.39,60,0.613,0.1749,0.0757,2993.0,雨良 Amala,UCeBuESc6vN_IiFR3je4NYTg,2026-07-16T12:11:29,105,98,60,False,False,False,1080,2,0.873,1874,0.0562,1인칭 독백,0,0,True,ja,11.6,19,부정,ocr,0.816,이별,희망,0.887,0.053,4.89,12.3,97.88,60.0,13.43,5.04,0.28,20,636000,8.4,0.52,0.094,0.526,9.1,0,0.95,0.3,0.45,평온,live_action,0.55,0.581,풍경 와이드,True,슬픔,0,0.133,anime,"明日、僕が消える前に / 雨良 feat.初音ミク (Tomorrow, before I disappear / Amala ft.Miku)",0,0,False,False,72,20250628,2,5,33329,0.0524,True,1920
CfGwxWa5dqM,bottom,1.778,161.5,179.13,F# minor,0.706,3.4,-14.1,3.44,60,0.335,0.1888,0.0633,3358.0,赤猫,UCUN9LanpplJ21Cla0Z5J29g,2026-07-16T12:13:27,1,179,30,False,False,False,1080,1,0.875,16,0.1429,1인칭 독백,0,0,True,ja,6.0,18,부정,ocr,0.444,어둠/절망,,0.227,0.033,19.9,3.0,179.1,30.0,59.87,12.0,1.57,9,1770,53.8,0.0,0.06,0.875,2.07,0,0.89,0.111,0.778,어둠,anime,0.889,0.622,인물 클로즈업,True,슬픔,1,0.063,anime,レイス / AI ナースロボ_タイプT × ナースロボ_タイプT,0,0,False,False,32,20251124,4,0,112,0.0633,False,1920
mUTOHRgD-os,bottom,1.333,117.5,103.41,E minor,0.74,4.0,-17.9,4.18,90,0.87,0.1375,0.04,2227.0,Diorite Shun,UCzILA7ouPpZgvu9V8igaBeQ,2026-07-16T12:15:24,,103,30,False,False,False,720,0,0.809,12,0.1429,1인칭 독백,0,0,True,ja,26.1,45,긍정,ocr,0.827,희망,자기긍정,0.621,0.106,103.4,0.6,103.4,30.0,103.4,103.4,103.4,1,1270,195.8,,,,,0,1.0,0.0,1.0,활기,anime,0.0,0.473,인물 클로즈업,True,활기,1,0.085,anime,【重音テト】ロックな心でぶっ壊せ【オリジナル】,2,0,False,False,23,20260222,3,6,84,0.0661,False,960
HWgwsHrNQU4,bottom,1.5,107.7,105.77,D minor,0.523,7.0,-10.5,2.18,90,0.851,0.2637,0.112,2674.0,StudioTiara -Official-,UC_VPwodspkZdEXr9fZJ8fXg,2026-07-16T12:16:26,15,106,30,False,False,False,480,3,0.61,108,0.088,,26,26,False,ja,3.4,6,,asr,0.0,,,0.098,0.239,15.11,4.0,105.77,30.0,78.17,3.27,1.6,7,17500,26.9,0.0,0.146,0.333,8.37,26,0.43,0.286,0.286,활기,anime,0.286,0.057,텍스트 중앙,True,활기,0,0.088,motion_graphics,BALLOON  -alternative- feat.TIARA,0,0,False,False,33,20251121,3,4,1227,0.0701,False,720
uXvbBt3o0GU,bottom,1.333,117.5,81.17,C# minor,0.549,1.7,-17.4,6.16,40,0.493,0.144,0.0312,2440.0,Diorite Shun,UCzILA7ouPpZgvu9V8igaBeQ,2026-07-16T12:18:10,,81,30,False,False,False,720,0,1.011,18,0.18,1인칭 독백,0,0,True,ja,8.1,11,부정,ocr,0.878,어둠/절망,,0.584,0.119,81.17,0.7,81.17,30.0,81.17,81.17,81.17,1,1270,167.9,,,,,0,1.0,0.0,1.0,슬픔,anime,0.0,0.445,인물 클로즈업,True,슬픔,1,0.101,anime,【重音テト】何億光年と走り抜け,1,0,False,False,15,20250926,2,4,100,0.0787,False,960
PvV3HZvv5a0,bottom,1.778,95.7,158.35,G# major,0.775,5.9,-11.2,3.04,140,0.884,0.2591,0.1175,2692.0,StudioTiara -Official-,UC_VPwodspkZdEXr9fZJ8fXg,2026-07-16T12:18:58,4,158,30,False,False,False,1080,3,0.485,126,0.0887,1인칭 독백,44,2,True,ja,5.3,14,중립,ocr,0.127,판타지,,0.214,0.377,5.65,10.6,158.33,30.0,33.77,4.87,0.57,28,17500,9.0,0.0,0.225,0.333,4.93,44,0.11,0.071,0.786,평온,anime,0.893,0.246,인물 클로즈업,True,신비,1,0.678,anime,Silent Destiny feat.てぃあら,0,0,False,False,24,20251230,4,1,1420,0.0811,False,1920
iFn15MwYJ9g,bottom,1.778,78.3,162.43,G major,0.548,3.4,-14.4,3.98,110,0.677,0.1908,0.0665,2749.0,rusino / ルシノ,UCjuAuVO76nZ0mjYzdz3961Q,2026-07-16T12:21:35,18,162,30,False,False,True,1080,1,0.889,537,0.0379,1인칭 독백,7,7,False,ja,6.7,18,긍정,asr,0.025,사랑,희망,0.896,0.164,40.6,1.5,162.4,30.0,101.57,28.12,4.6,4,160000,52.2,2.71,0.281,0.0,4.6,7,0.75,0.25,0.75,활기,anime,0.75,0.874,인물 클로즈업,True,활기,1,0.285,anime,【VocaDuo2025】ショコラマジック / チーム dolce m!ele,1,1,False,False,39,20250705,1,5,14171,0.0886,False,1920
i-FD7IfSJ40,bottom,1.778,117.5,235.63,A# major,0.894,5.7,-12.2,4.07,50,0.212,0.2283,0.0938,2444.0,獅子志司,UCihQ9WPpwc-fZ9lz3ZjAYnA,2026-07-16T12:23:04,27,236,24,False,False,False,1080,4,0.506,1120,0.0564,1인칭 독백,16,16,False,ja,18.6,73,부정,asr,0.085,어둠/절망,판타지,0.49,0.423,2.2,27.2,235.62,24.0,14.33,1.54,0.67,107,213000,4.3,1.0,0.139,0.349,4.17,16,1.21,0.701,0.056,긴장,anime,0.234,0.906,인물 클로즈업,True,활기,1,0.38,anime,歌流間 / 初音ミク MV,0,0,False,True,13,20250404,3,4,19851,0.0932,False,1920
VRukT2CJTzQ,bottom,1.778,99.4,183.07,F# major,0.773,11.1,-12.2,2.65,140,0.765,0.2063,0.1421,1840.0,john / TOOBOE,UCV8slsLG3_GKRxjpg8NVqXg,2026-07-16T12:29:41,60,183,24,False,True,False,2160,4,0.27,2054,0.0344,2인칭 대상,12,12,False,ja,7.2,22,긍정,asr,0.043,이별,희망,0.111,0.28,4.58,13.1,183.06,23.976,14.97,4.25,0.88,40,631000,7.6,0.7,0.082,0.615,6.55,12,0.6,0.15,0.85,슬픔,live_action,0.675,0.163,인물 클로즈업,True,슬픔,1,0.426,anime,Nýx / TOOBOE,0,0,False,False,12,20250926,4,4,59680,0.0946,True,3840
h-m5Cs47sq0,bottom,1.778,123.0,214.03,D# minor,0.798,2.7,-11.6,4.27,150,0.701,0.2505,0.0761,2795.0,南ノ南,UC53I70eBu29T9rO1GvXdc_w,2026-07-16T12:32:57,43,214,30,False,False,True,1080,7,0.729,712,0.0551,1인칭 독백,0,34,True,ja,13.7,49,부정,ocr,0.467,이별,사랑,0.626,0.174,6.29,9.5,214.0,30.0,54.73,2.0,0.5,34,124000,12.9,0.32,0.064,0.727,1.07,0,0.88,0.059,0.412,슬픔,anime,0.647,0.45,인물 클로즈업,True,슬픔,1,0.354,anime,すているうぷ / 南ノ南 feat.東北きりたん,0,0,False,False,24,20260212,7,3,12926,0.1042,True,1920
78F_I8MQLYM,bottom,1.778,112.3,183.59,G minor,0.775,5.8,-10.3,3.65,40,0.218,0.2656,0.1049,2652.0,ひとしずく×やま△ （Hitoshizuku_Yamasankakkei）,UCxKrjx1FDU81UXuwTgwYQHw,2026-07-16T12:36:03,73,184,30,False,False,True,1080,3,0.497,2876,0.0612,1인칭 독백,4,4,True,ja,23.2,71,부정,ocr,0.815,어둠/절망,,0.147,0.592,4.08,14.7,183.57,30.0,38.33,2.5,0.5,45,449000,7.6,0.83,0.138,0.341,0.6,4,1.04,0.378,0.822,긴장,anime,0.533,0.468,인물 클로즈업,True,긴장,2,0.698,anime,【鏡音レン・Yuma】ナイトメアディナータイム【オリジナルMV】,2,0,False,False,32,20260116,2,4,47000,0.1047,False,1920
zN4Y7tFF8BY,bottom,1.778,83.4,179.05,F minor,0.643,5.1,-11.6,4.02,140,0.782,0.266,0.1112,2454.0,40meterP,UCG09qajPDZdPtLsTkW7mJQA,2026-07-16T12:39:50,74,179,24,False,True,False,1080,6,0.361,3005,0.0404,1인칭 독백,20,16,True,ja,8.7,26,긍정,ocr,0.389,희망,판타지,0.51,0.318,2.03,29.5,179.04,24.0,7.62,1.71,0.62,88,611000,2.8,1.03,0.174,0.299,2.54,20,1.2,0.534,0.886,활기,anime,0.318,0.461,인물 클로즈업,True,활기,2,0.275,anime,"「リトルシスター」40mP feat.彩澄しゅお,彩澄りりせ",0,0,False,False,30,20250801,20,4,74355,0.1217,False,1920
yV5-Gk59p8o,bottom,1.778,136.0,157.27,G minor,0.491,4.2,-11.2,2.79,130,0.827,0.2698,0.1058,2631.0,rusino / ルシノ,UCjuAuVO76nZ0mjYzdz3961Q,2026-07-16T12:45:33,47,157,30,False,False,True,1080,2,0.57,962,0.0461,1인칭 독백,1,1,True,ja,5.3,14,부정,asr,0.342,이별,어둠/절망,0.119,0.166,8.28,7.2,157.27,30.0,16.37,7.37,0.7,19,160000,18.9,0.44,0.037,0.944,1.33,1,0.32,0.842,0.632,평온,motion_graphics,0.053,0.054,인물 클로즈업,True,평온,1,0.038,anime,螟｢迴ｾ,0,0,False,False,4,20250519,4,0,20887,0.1305,False,1920
lhwV573qUlE,bottom,1.778,152.0,160.27,E minor,0.783,4.2,-11.6,2.02,80,0.499,0.2392,0.1322,2301.0,暴飲暴食P,UCRF-oSGAxISmpBubZT3WPXQ,2026-07-16T12:47:39,26,160,25,False,False,False,1080,6,0.776,237,0.0232,1인칭 독백,16,12,True,ja,6.0,16,긍정,ocr,0.263,희망,,0.772,0.397,3.08,19.5,160.24,25.0,15.56,1.72,0.68,52,77200,7.8,0.79,0.084,0.588,1.24,16,0.83,0.673,0.788,활기,anime,0.212,0.911,인물 클로즈업,True,활기,6,0.279,anime,暴飲暴食P「江戸前ビューティーサロン寿司美」feat. 可不,0,0,False,False,30,20250613,2,4,10225,0.1324,False,1920
0xEOpbQWb4c,bottom,1.778,161.5,179.95,D major,0.726,2.5,-13.6,2.77,160,0.889,0.2288,0.0521,2289.0,Ryo Yoshioka,UCDC9jUlIdjOH1Z7jhqxUcPQ,2026-07-16T12:51:13,1,180,30,False,False,False,1080,0,0.74,6,0.0142,1인칭 독백,0,0,True,ja,9.3,28,부정,ocr,0.756,이별,희망,0.398,0.335,179.95,0.3,179.95,29.97,179.95,179.95,179.95,1,3020,538.3,,,,,0,1.0,1.0,1.0,슬픔,anime,0.0,0.394,인물 클로즈업,True,평온,1,0.331,anime,【オリジナル曲】僕はリーダーになれない｜─届かない場所へ手を伸ばして─,1,0,False,False,35,20250620,3,4,424,0.1404,False,1920
-hgaSBzS_Z0,bottom,1.778,89.1,152.39,A# minor,0.621,4.3,-14.4,3.03,110,0.722,0.2003,0.0761,2369.0,知田そら / Chida Sora,UCyetbPb7Foo1cpDIn2JUKqw,2026-07-16T12:52:30,11,152,30,False,False,False,1080,1,1.04,113,0.1176,1인칭 독백,44,0,True,ja,9.1,23,부정,ocr,0.947,일상,,0.554,0.238,12.7,4.7,152.37,30.0,21.33,10.85,2.67,12,6400,19.0,1.39,0.034,0.909,11.03,44,0.83,0.833,1.0,슬픔,anime,0.0,0.65,인물 클로즈업,True,슬픔,1,0.484,anime,見失ってしまった - 氷山キヨテルSV / But I Lost It - Hiyama Kiyoteru SV,0,0,False,False,56,20260320,8,4,961,0.1502,False,1920
zLbH9iN7aSU,bottom,1.778,129.2,118.85,E major,0.481,4.8,-15.8,1.98,90,0.757,0.1717,0.0548,782.0,sawn,UCU0ZgqOPd55eQZEs5tDwNSw,2026-07-16T12:54:20,15,119,30,False,False,False,1080,0,0.91,151,0.1219,,0,0,False,ja,0.5,1,,asr,0.017,,,0.5,0.655,118.82,0.5,118.82,29.97,118.82,118.82,118.82,1,8050,258.4,,,,,0,1.0,0.0,0.0,평온,3dcg,1.0,0.525,풍경 와이드,False,평온,0,0.656,3dcg,海底の神社 ~ The Undersea Shrine,0,0,False,False,27,20250727,18,6,1239,0.1539,False,1920
hfY9-ROVfvg,bottom,1.778,112.3,172.87,E minor,0.531,3.7,-21.5,3.6,140,0.81,0.0872,0.0257,1930.0,mikitoP  Official,UCBR4N5DkgDt3PLTcfJB1iiw,2026-07-16T12:55:25,150,173,24,False,True,False,2160,1,0.99,4857,0.0626,1인칭 독백,6,6,True,ja,12.5,36,긍정,ocr,0.86,희망,판타지,0.218,0.267,7.51,8.0,172.84,23.976,29.36,2.08,0.75,23,489000,14.0,0.39,0.111,0.409,0.75,6,2.09,0.435,0.652,활기,live_action,0.217,0.12,인물 클로즈업,True,평온,1,0.472,live_action,カラフルファンデーション feat.初音ミク 【プロジェクトセカイ】,1,0,False,False,34,20260318,5,2,77562,0.1586,False,3840
X2CFrEDiDyY,bottom,1.778,136.0,164.57,F# minor,0.854,6.9,-11.5,3.83,20,0.122,0.2827,0.1208,2223.0,Mellowcle,UCX5aTMDjqpR3nkt-XpuftLg,2026-07-16T12:57:53,37,165,24,False,False,False,1080,2,0.447,697,0.0546,1인칭 독백,2,1,True,ja,6.9,19,부정,ocr,0.402,이별,희망,0.45,0.116,10.97,5.5,164.54,24.0,35.54,6.21,0.83,15,78200,24.7,1.18,0.096,0.571,6.21,2,1.07,0.4,0.667,슬픔,anime,0.2,0.686,인물 클로즈업,True,슬픔,2,0.16,anime,Pain / めろくる feat. 初音ミク,0,0,False,False,22,20250620,3,4,12767,0.1633,False,1920
JiE9drSO8nk,bottom,1.778,73.8,252.93,B major,0.716,2.4,-8.4,4.48,140,0.554,0.3464,0.1035,3050.0,Camellia Official,UCV4ggxLd_Vz-I-ePGSKfFog,2026-07-16T12:59:57,244,253,30,False,True,False,1080,5,0.53,4469,0.0494,1인칭 독백,2,11,True,ja,14.5,61,긍정,ocr,0.794,희망,판타지,0.478,0.364,1.76,34.2,252.92,29.97,6.41,1.52,0.53,144,554000,2.2,1.24,0.232,0.168,1.0,2,0.9,0.472,0.882,활기,anime,0.382,0.647,인물 클로즈업,True,활기,1,0.524,anime,星屑ジェットコースター - かめりあ feat.初音ミク【MV】 [From 初音ミク 夜空プログラム2025],2,0,False,True,56,20251102,7,6,90511,0.1634,False,1920
